word,count,frequency_rank,train_count,standard_frequency_rank
管用,2,2250,2,1840
精彩,2,2251,2,1841
精确,2,2252,2,1842
系,2,2253,0,
紧闭,2,2254,2,1844
红着脸,2,2255,2,1845
红砖墙,2,2256,2,1846
纤弱,2,2257,2,1847
约束,2,2258,0,
纪律,2,2259,2,1848
纯洁,2,2260,2,1849
纯粹,2,2261,2,1850
线索,2,2262,0,
细细地,2,2263,2,1852
细节,2,2264,2,1853
细部,2,2265,2,1854
经营,2,2266,2,1855
绕,2,2267,0,
继续,2,2268,0,
绳子,2,2269,0,
绺,2,2270,2,1857
绿色,2,2271,2,1858
编,2,2272,2,1859
编号,2,2273,2,1860
缺乏,2,2274,2,1861
缺少,2,2275,2,1862
罢,2,2276,2,1863
罢了,2,2277,2,1864
美丽,2,2278,0,
美国,2,2279,2,1866
美好,2,2280,0,
美艳,2,2281,2,1868
羞,2,2282,2,1869
羞答答,2,2283,0,
翻看,2,2284,2,1870
老宅,2,2285,2,1871
老百姓,2,2286,2,1872
者,2,2287,2,1873
而已,2,2288,0,
耳朵,2,2289,0,
耳边,2,2290,0,
耸了耸,2,2291,2,1875
耸耸,2,2292,2,1876
耻笑,2,2293,2,1877
耽搁,2,2294,0,
聪明,2,2295,0,
胆子,2,2296,2,1880
胖子,2,2297,2,1881
胡乱,2,2298,0,
能够,2,2299,2,1882
能看懂,2,2300,2,1883
脑,2,2301,2,1884
脑子里,2,2302,0,
脑海,2,2303,2,1885
脑筋,2,2304,0,
脑袋,2,2305,2,1886
脚,2,2306,2,1887
脚步,2,2307,2,1888
脸上,2,2308,0,
腻,2,2309,2,1890
腻烦,2,2310,2,1891
腿,2,2311,2,1892
膝,2,2312,2,1893
膝盖,2,2313,2,1894
臂膀,2,2314,0,
自,2,2315,2,1895
自个儿,2,2316,2,1896
自卫,2,2317,2,1897
自然,2,2318,0,
自诩,2,2319,2,1898
自豪,2,2320,0,
至于,2,2321,0,
至少,2,2322,0,
致命,2,2323,2,1899
舒展,2,2324,0,
舞蹈,2,2325,2,1900
船板,2,2326,0,
良好,2,2327,2,1901
节日,2,2328,0,
节约,2,2329,2,1902
芭蕾舞,2,2330,2,1903
花园,2,2331,2,1904
花岗石,2,2332,2,1906
花萼,2,2333,2,1907
花香,2,2334,2,1908
芽,2,2335,2,1909
苍白,2,2336,2,1910
苍蝇,2,2337,2,1911
若有所思,2,2338,0,
苦恼,2,2339,2,1912
英俊,2,2340,2,1913
苹果树,2,2341,2,1914
茫然,2,2342,0,
茫然不解,2,2343,2,1915
草丛,2,2344,2,1916
荒唐,2,2345,2,1917
荒无人烟,2,2346,0,
萝卜,2,2347,0,
著作,2,2348,2,1918
葡萄,2,2349,2,1919
蒙蒙亮,2,2350,0,
蔓延,2,2351,0,
蔚为壮观,2,2352,2,1920
虚荣心,2,2353,2,1921
虞美人,2,2354,2,1922
虫子,2,2355,0,
虽,2,2356,2,1923
蜜蜂,2,2357,2,1924
行动,2,2358,2,1925
衣服,2,2359,2,1926
衣袋,2,2360,0,
衣裙,2,2361,2,1927
补救,2,2362,2,1928
表示,2,2363,2,1929
表里不一,2,2364,2,1930
袋,2,2365,0,
袭,2,2366,2,1931
裂,2,2367,0,
装,2,2368,2,1932
装扮,2,2369,2,1933
褶皱,2,2370,2,1934
西伯利亚,2,2371,2,1935
西装,2,2372,2,1936
要不然,2,2373,0,
要死,2,2374,2,1937
要点,2,2375,0,
要说,2,2376,2,1939
见到,2,2377,2,1940
见识,2,2378,2,1941
观点,2,2379,2,1942
观赏,2,2380,2,1943
规矩,2,2381,0,
视线,2,2382,2,1944
觉察,2,2383,0,
角落,2,2384,0,
认真,2,2385,2,1946
讨厌,2,2386,2,1947
记,2,2387,2,1948
记下,2,2388,2,1949
记录,2,2389,2,1950
讲究,2,2390,2,1951
讲述,2,2391,2,1952
许多,2,2392,2,1953
许许多多,2,2393,2,1954
论证,2,2394,2,1955
评判,2,2395,0,
试试看,2,2396,2,1956
诗意,2,2397,2,1957
诚实,2,2398,2,1958
该是,2,2399,2,1959
语气,2,2400,0,
语言,2,2401,2,1961
误解,2,2402,2,1962
说不下去,2,2403,2,1963
说得过去,2,2404,0,
说教,2,2405,0,
说谎,2,2406,2,1964
请求,2,2407,2,1965
读,2,2408,2,1966
谈得来,2,2409,0,
谈话,2,2410,2,1967
谦逊地,2,2411,2,1969
责备,2,2412,0,
账目,2,2413,2,1970
贪杯,2,2414,2,1971
购买,2,2415,2,1972
贴,2,2416,2,1973
费,2,2417,2,1974
费劲,2,2418,2,1975
费点,2,2419,0,
赦免,2,2420,2,1976
走开,2,2421,2,1977
走得慢,2,2422,0,
走路,2,2423,2,1978
走过,2,2424,0,
走近,2,2425,2,1979
赶上,2,2426,2,1980
赶快,2,2427,0,
起先,2,2428,2,1981
起初,2,2429,0,
起因,2,2430,0,
起色,2,2431,2,1982
趁,2,2432,0,
越来越,2,2433,2,1983
越来越近,2,2434,2,1984
足以,2,2435,2,1985
足够,2,2436,2,1986
足迹,2,2437,2,1987
趴在,2,2438,2,1988
跋涉,2,2439,0,
跌落,2,2440,2,1989
跑不了,2,2441,0,
路过,2,2442,0,
踏上,2,2443,2,1992
身体,2,2444,2,1993
身旁,2,2445,2,1994
身材,2,2446,2,1995
身穿,2,2447,2,1996
躯壳,2,2448,2,1997
躺,2,2449,2,1998
转来转去,2,2450,0,
转过身,2,2451,2,2000
轮,2,2452,2,2001
轻,2,2453,0,
轻声轻气,2,2454,0,
轻微,2,2455,2,2002
轻率地,2,2456,2,2003
轻轻,2,2457,0,
辉映,2,2458,0,
辉煌,2,2459,2,2005
辛苦,2,2460,2,2006
辨认出,2,2461,2,2007
迁徙,2,2462,0,
过后,2,2463,0,
过时,2,2464,2,2008
过路人,2,2465,2,2009
过错,2,2466,0,
运载,2,2467,2,2010
近,2,2468,2,2011
这么回事,2,2469,2,2013
这份,2,2470,2,2014
这天,2,2471,0,
这就是说,2,2472,2,2015
这幢,2,2473,2,2016
这时候,2,2474,2,2017
这番话,2,2475,2,2018
这般,2,2476,0,
这话,2,2477,2,2020
这里,2,2478,2,2021
进行,2,2479,2,2022
远远地,2,2480,2,2023
违令,2,2481,2,2024
迷路,2,2482,0,
追问,2,2483,2,2026
退,2,2484,2,2027
退下去,2,2485,2,2028
送,2,2486,2,2029
逃走,2,2487,2,2030
选择,2,2488,2,2031
逗趣儿,2,2489,0,
通往,2,2490,2,2032
造反,2,2491,2,2033
遇见,2,2492,0,
遇难者,2,2493,0,
遐想,2,2494,0,
遗弃,2,2495,2,2036
遭,2,2496,0,
遮,2,2497,2,2037
那会儿,2,2498,2,2038
那幅,2,2499,0,
那条,2,2500,2,2040
那段,2,2501,2,2041
那种,2,2502,0,
那里,2,2503,2,2042
都行,2,2504,2,2043
酒瓶,2,2505,2,2044
醒来,2,2506,2,2046
野鸟,2,2507,0,
金发,2,2508,2,2047
金子,2,2509,2,2048
金属,2,2510,2,2049
金星,2,2511,2,2050
金色,2,2512,2,2051
金镯子,2,2513,2,2052
金龟子,2,2514,2,2053
钟头,2,2515,2,2054
钱,2,2516,2,2056
钻石,2,2517,2,2058
钻进,2,2518,2,2059
银行,2,2519,2,2061
错觉,2,2520,2,2062
锤子敲,2,2521,2,2063
锻炼,2,2522,2,2064
镶边,2,2523,2,2065
长大,2,2524,2,2066
长篇,2,2525,2,2067
闪烁,2,2526,2,2068
问这问那,2,2527,2,2070
闲聊,2,2528,2,2071
陡峭,2,2529,2,2074
除,2,2530,2,2075
除掉,2,2531,0,
陷入,2,2532,2,2076
随口说说,2,2533,2,2078
随风飘,2,2534,2,2079
难为情,2,2535,2,2080
难免,2,2536,0,
难受,2,2537,2,2081
难堪,2,2538,2,2082
雄伟,2,2539,2,2083
集会,2,2540,2,2084
雪,2,2541,2,2085
雪地,2,2542,2,2086
雷击,2,2543,0,
震,2,2544,2,2087
非,2,2545,2,2089
非同寻常,2,2546,2,2090
非常简单,2,2547,2,2091
面包,2,2548,2,2092
顶上,2,2549,2,2094
顺,2,2550,2,2095
顿时,2,2551,0,
颂扬,2,2552,2,2096
领会,2,2553,0,
领带,2,2554,2,2097
颜料,2,2555,2,2098
额头,2,2556,0,
风儿,2,2557,2,2099
风标,2,2558,0,
风湿病,2,2559,2,2100
飞过,2,2560,2,2102
饥渴,2,2561,2,2103
饮用水,2,2562,2,2104
饿,2,2563,0,
首先,2,2564,2,2105
马上会,2,2565,2,2106
马车,2,2566,2,2107
驼队,2,2567,2,2108
骄气,2,2568,2,2109
骤然,2,2569,2,2110
高尔夫,2,2570,2,2111
高山,2,2571,2,2112
高明,2,2572,2,2113
鸡,2,2573,2,2114
鸽子,2,2574,2,2115
麦浪,2,2575,2,2116
黄昏,2,2576,2,2118
黑人,2,2577,2,2119
默默,2,2578,2,2120
鼻子,2,2579,2,2121
齐,2,2580,2,2122
一百一十,1,2581,1,2123
不怎么,1,2582,1,2124
不让,1,2583,1,2125
交,1,2584,0,
交朋友,1,2585,0,
低下头去,1,2586,0,
全部,1,2587,0,
几万年,1,2588,1,2126
利,1,2589,1,2127
千,1,2590,1,2128
哇,1,2591,1,2130
哼,1,2592,1,2132
嗽,1,2593,1,2133
国土,1,2594,1,2134
夕阳余晖,1,2595,1,2135
大房子,1,2596,1,2136
实,1,2597,1,2137
小号,1,2598,1,2138
工夫,1,2599,1,2139
得出结论,1,2600,1,2141
必要,1,2601,1,2142
悲伤地,1,2602,1,2143
悲愤,1,2603,1,2144
成为,1,2604,1,2145
指出,1,2605,1,2148
方格,1,2606,0,
方格子,1,2607,0,
旁,1,2608,0,
无法弥补,1,2609,1,2149
日,1,2610,1,2150
最重,1,2611,1,2151
月球,1,2612,1,2152
望去,1,2613,1,2153
松,1,2614,1,2154
松开,1,2615,1,2155
柔声道,1,2616,1,2156
桑,1,2617,1,2157
活火,1,2618,1,2158
片刻之间,1,2619,1,2159
片刻间,1,2620,1,2160
王,1,2621,1,2161
王国,1,2622,1,2162
百十,1,2623,1,2163
看清,1,2624,0,
看清楚,1,2625,0,
真心,1,2626,1,2164
真心真意,1,2627,1,2165
真意,1,2628,1,2166
紫红,1,2629,1,2167
紫红色,1,2630,1,2168
结论,1,2631,1,2169
背后,1,2632,1,2170
花丛,1,2633,1,2172
落日余晖,1,2634,1,2173
螺丝钉,1,2635,1,2174
说起,1,2636,1,2175
轻声,1,2637,1,2176
这一下,1,2638,1,2177
这点,1,2639,1,2178
锋,1,2640,1,2180
