word,count,frequency_rank,train_count,standard_frequency_rank
光彩,2,1100,2,1100
免不了,2,1101,2,1101
免得,2,1102,2,1102
全人类,2,1103,2,1103
全体,2,1104,2,1104
全国,2,1105,2,1105
全然,2,1106,2,1106
六个,2,1107,2,1107
六个月,2,1108,2,1108
六年,2,1109,2,1109
兴奋,2,1110,2,1110
养,2,1111,2,1111
内疚,2,1112,2,1112
内部,2,1113,2,1113
写成,2,1114,2,1114
写道,2,1115,2,1115
冲着,2,1116,2,1116
况且,2,1117,2,1117
冷,2,1118,2,1118
准备,2,1119,2,1119
准确,2,1120,2,1120
凉,2,1121,2,1121
凋谢,2,1122,2,1122
凝重,2,1123,2,1123
几岁,2,1124,2,1124
几步,2,1125,2,1125
凡是,2,1126,2,1126
凭,2,1127,2,1127
凳子,2,1128,2,1128
凶险,2,1129,2,1129
出去,2,1130,2,1130
出售,2,1131,2,1131
出生,2,1132,2,1132
出远门,2,1133,2,1133
击中,2,1134,2,1134
分不清,2,1135,2,1135
分手,2,1136,2,1136
分送,2,1137,2,1137
列,2,1138,2,1138
则,2,1139,2,1139
别扭,2,1140,2,1140
别说,2,1141,2,1141
到处,2,1142,2,1142
到头来,2,1143,2,1143
到底,2,1144,2,1144
削,2,1145,2,1145
前,2,1146,2,1146
前额,2,1147,2,1147
副,2,1148,2,1148
加上,2,1149,2,1149
动,2,1150,2,1150
动人,2,1151,2,1151
动弹,2,1152,2,1152
动弹不得,2,1153,2,1153
劲,2,1154,2,1154
包括,2,1155,2,1155
匆忙,2,1156,2,1156
北极,2,1157,2,1157
北美,2,1158,2,1158
十一,2,1159,2,1159
十一年,2,1160,2,1160
十倍,2,1161,2,1161
十全十美,2,1162,2,1162
十分,2,1163,2,1163
十足,2,1164,2,1164
升起,2,1165,2,1165
半分钟,2,1166,2,1166
华丽,2,1167,2,1167
单单,2,1168,2,1168
南极,2,1169,2,1169
南美,2,1170,2,1170
印度,2,1171,2,1171
印象,2,1172,2,1172
卸下,2,1173,2,1173
历书,2,1174,2,1174
历史,2,1175,2,1175
厚厚的,2,1176,2,1176
原先,2,1177,2,1177
原则,2,1178,2,1178
去年,2,1179,2,1179
双臂,2,1180,2,1180
反驳,2,1181,2,1181
发作,2,1182,2,1182
发光,2,1183,2,1183
发动机,2,1184,2,1184
发明,2,1185,2,1185
发明专利,2,1186,2,1186
发烧,2,1187,2,1187
发白,2,1188,2,1188
