word,count,frequency_rank,train_count,standard_frequency_rank
carabine,1,1270,1,1053
caravane,1,1271,0,
carreaux,1,1272,1,1054
carrosse,1,1273,1,1055
cassé,1,1274,1,1056
catastrophe,1,1275,1,1057
catastrophes,1,1276,0,
causent,1,1277,1,1058
centaines,1,1278,1,1059
certain,1,1279,1,1060
certains,1,1280,1,1061
cessa,1,1281,1,1062
chambre,1,1282,1,1064
chance»,1,1283,0,
changent,1,1284,1,1066
chante,1,1285,1,1067
chasse,1,1286,0,
chauffer,1,1287,1,1068
chef,1,1288,1,1069
cheminée,1,1289,1,1070
chercha,1,1290,1,1072
cherchons,1,1291,1,1073
chiffons,1,1292,0,
choisir,1,1293,1,1076
choisissait,1,1294,1,1077
choquer,1,1295,1,1078
choux,1,1296,1,1079
ci,1,1297,1,1080
cigarette,1,1298,1,1081
clef,1,1299,1,1082
clos,1,1300,1,1083
coin,1,1301,0,
collectionne,1,1302,1,1084
colombes,1,1303,1,1085
colère,1,1304,1,1086
commencerai,1,1305,0,
commencèrent,1,1306,1,1087
commençait,1,1307,1,1088
commode,1,1308,1,1089
compliquée,1,1309,1,1091
comprenais,1,1310,1,1092
comprenait,1,1311,1,1093
comprendra,1,1312,1,1094
comprendras,1,1313,0,
comprenons,1,1314,1,1095
compréhensive,1,1315,1,1096
condamner,1,1316,1,1097
condamneras,1,1317,1,1098
confiance,1,1318,0,
confié,1,1319,1,1099
confonds,1,1320,1,1100
confrère,1,1321,0,
congrès,1,1322,1,1101
connaissance,1,1323,1,1102
connaissent,1,1324,0,
connaissons,1,1325,1,1103
connaîtrai,1,1326,0,
connues,1,1327,0,
connus,1,1328,1,1104
conseillerez,1,1329,0,
conseillez,1,1330,0,
conseillé,1,1331,1,1105
conservé,1,1332,1,1106
considérables,1,1333,1,1107
considérait,1,1334,1,1108
console,1,1335,1,1109
consoler,1,1336,1,1110
consulta,1,1337,1,1111
contacts,1,1338,1,1112
contemplation,1,1339,1,1113
contenir,1,1340,1,1114
contente,1,1341,1,1115
contes,1,1342,1,1117
continents,1,1343,0,
contradictoires,1,1344,1,1118
contraire,1,1345,1,1119
convaincues,1,1346,1,1120
copie,1,1347,1,1121
coquelicots,1,1348,1,1122
coquette,1,1349,1,1123
couché,1,1350,0,
coulait,1,1351,1,1124
couler,1,1352,1,1125
coulisses,1,1353,0,
courage,1,1354,0,
couramment,1,1355,1,1126
courroie,1,1356,1,1127
cours,1,1357,1,1128
course,1,1358,1,1129
courte,1,1359,1,1130
courus,1,1360,1,1131
craindre,1,1361,1,1132
cramoisi,1,1362,1,1133
cravates,1,1363,1,1134
crayonnai,1,1364,1,1136
crayons,1,1365,1,1137
creusés,1,1366,1,1138
cria,1,1367,1,1139
crier,1,1368,1,1140
crise,1,1369,1,1141
croirait,1,1370,0,
croire,1,1371,1,1142
croître,1,1372,1,1145
cru,1,1373,1,1146
crépuscule,1,1374,1,1147
cuir,1,1375,1,1148
cultivent,1,1376,1,1149
curieuse,1,1377,1,1150
curiosités,1,1378,1,1151
dangereux,1,1379,1,1152
danse,1,1380,0,
dansent,1,1381,0,
dedans,1,1382,1,1154
dehors,1,1383,1,1155
demandai,1,1384,1,1156
demandent,1,1385,1,1157
demander,1,1386,1,1158
demanderez,1,1387,1,1159
demandez,1,1388,1,1160
demandé,1,1389,1,1161
demeura,1,1390,1,1162
dernières,1,1391,1,1163
derrière,1,1392,1,1164
dessinai,1,1393,1,1165
dessinée,1,1394,1,1166
devait,1,1395,0,
devenir,1,1396,1,1167
devenu,1,1397,1,1168
deviens,1,1398,0,
devient,1,1399,0,
devina,1,1400,1,1169
devinai,1,1401,1,1170
deviner,1,1402,1,1171
devoir,1,1403,1,1172
diamant,1,1404,1,1173
dictateur,1,1405,1,1174
dieu,1,1406,1,1175
difficultés,1,1407,0,
différentes,1,1408,1,1177
digestion,1,1409,1,1178
digérait,1,1410,1,1179
dimensions,1,1411,0,
dirai,1,1412,0,
discipline,1,1413,1,1181
discret,1,1414,1,1182
disent,1,1415,1,1183
distingue,1,1416,1,1184
distraction,1,1417,1,1185
distrait,1,1418,1,1186
dix,1,1419,0,
doigts,1,1420,1,1187
doivent,1,1421,1,1188
donnais,1,1422,1,1189
donnant,1,1423,1,1190
donnent,1,1424,1,1191
donnerai,1,1425,1,1192
dort,1,1426,1,1193
doré,1,1427,0,
dorées,1,1428,1,1194
dorés,1,1429,1,1195
double,1,1430,0,
douté,1,1431,1,1196
dressé,1,1432,1,1197
droite,1,1433,0,
dune,1,1434,1,1198
dur,1,1435,1,1199
dura,1,1436,1,1200
durait,1,1437,1,1201
durent,1,1438,1,1202
durera,1,1439,1,1203
duré,1,1440,1,1204
débarrasser,1,1441,1,1205
décoiffée,1,1442,1,1206
déconcerté,1,1443,1,1207
découragea,1,1444,1,1208
découvre,1,1445,1,1210
découvrirai,1,1446,0,
découvris,1,1447,1,1212
défait,1,1448,1,1215
défendre,1,1449,0,
définitivement,1,1450,1,1216
démodent,1,1451,0,
démontage,1,1452,1,1217
dépendra,1,1453,1,1218
dépenser,1,1454,1,1219
dérangea,1,1455,1,1220
dérangeaient,1,1456,1,1221
dérangé,1,1457,1,1222
désigna,1,1458,1,1223
désirais,1,1459,1,1224
désire,1,1460,1,1225
désobéir,1,1461,1,1226
désobéissance,1,1462,1,1227
détail,1,1463,1,1228
détenu,1,1464,1,1229
dévisser,1,1465,1,1230
déçu,1,1466,0,
efforçai,1,1467,1,1231
eh,1,1468,1,1232
embellit,1,1469,1,1233
emportait,1,1470,1,1234
emportent,1,1471,0,
empêcher,1,1472,1,1235
enchantait,1,1473,1,1236
encombrant,1,1474,1,1237
encombre,1,1475,1,1238
encombrée,1,1476,1,1239
encre,1,1477,0,
endormait,1,1478,1,1240
endort,1,1479,1,1241
endroits,1,1480,1,1242
enferma,1,1481,1,1243
enfonça,1,1482,1,1244
enfoui,1,1483,1,1245
enfournent,1,1484,1,1246
enfuir,1,1485,1,1247
enhardit,1,1486,1,1248
enjambées,1,1487,1,1249
enlève,1,1488,0,
ennuie,1,1489,0,
ennuis,1,1490,1,1250
ennuyait,1,1491,1,1251
ennuyeux,1,1492,1,1252
enrhumée,1,1493,1,1253
enroula,1,1494,0,
ensoleillée,1,1495,0,
ensuite,1,1496,1,1255
entasser,1,1497,0,
entend,1,1498,1,1256
entendais,1,1499,1,1257
entendent,1,1500,1,1258
entendis,1,1501,1,1259
entendit,1,1502,1,1260
entière,1,1503,1,1261
entoura,1,1504,1,1262
entraient,1,1505,0,
entraînerait,1,1506,0,
entrer,1,1507,1,1264
entretenir,1,1508,0,
entrevis,1,1509,1,1265
entrouvertes,1,1510,1,1266
entrée,1,1511,0,
envers,1,1512,1,1267
environ,1,1513,0,
erreurs,1,1514,1,1268
escamotaient,1,1515,0,
espoir,1,1516,1,1269
esprit,1,1517,0,
espèce,1,1518,0,
espérance,1,1519,1,1270
essaie,1,1520,1,1271
essaierai,1,1521,1,1272
essayé,1,1522,1,1273
essentiellement,1,1523,1,1275
est»,1,1524,0,
europe,1,1525,0,
européenne,1,1526,1,1276
exception,1,1527,1,1277
exemplaire,1,1528,1,1278
exigerai,1,1529,1,1279
existé,1,1530,1,1280
experts,1,1531,1,1281
expliquer,1,1532,1,1282
expédie,1,1533,0,
expérience,1,1534,1,1283
extraordinaires,1,1535,1,1284
extrêmement,1,1536,1,1285
exécutait,1,1537,1,1286
exécutent,1,1538,1,1287
eûmes,1,1539,1,1288
fabriquent,1,1540,1,1289
fabriquer,1,1541,1,1290
facile,1,1542,1,1291
faibles,1,1543,1,1293
faille,1,1544,1,1294
fainéants,1,1545,1,1295
faisaient,1,1546,1,1296
faisais,1,1547,1,1297
familiers,1,1548,1,1298
fantaisie,1,1549,1,1299
fatigant,1,1550,1,1300
fatigua,1,1551,1,1301
faudra,1,1552,1,1302
faudrait,1,1553,1,1303
faufila,1,1554,1,1304
fausse,1,1555,0,
fauve,1,1556,1,1305
fenêtre,1,1557,1,1306
fenêtres,1,1558,1,1307
fermement,1,1559,1,1310
feuille,1,1560,1,1311
feux,1,1561,1,1312
fidélité,1,1562,1,1313
filles,1,1563,0,
finissait,1,1564,1,1314
fièvre,1,1565,1,1315
flamme,1,1566,1,1316
fleuri,1,1567,0,
fleuries,1,1568,1,1317
fond,1,1569,1,1319
fontaines,1,1570,1,1320
forcé,1,1571,1,1321
forme,1,1572,1,1322
fort,1,1573,1,1323
forêt,1,1574,1,1324
forêts,1,1575,1,1325
fou,1,1576,1,1326
foudre,1,1577,1,1327
fouillant,1,1578,1,1328
foulard,1,1579,1,1329
fourni,1,1580,0,
fournisse,1,1581,0,
frais,1,1582,1,1330
francs,1,1583,1,1331
frappa,1,1584,1,1332
frappe,1,1585,1,1333
frapper,1,1586,1,1334
frappé,1,1587,1,1335
fraîche,1,1588,1,1336
fripée,1,1589,1,1337
froid,1,1590,1,1338
frotté,1,1591,1,1339
fruit,1,1592,1,1340
frères,1,1593,1,1341
frôlaient,1,1594,1,1342
fusils,1,1595,0,
fées,1,1596,1,1343
fête,1,1597,1,1344
fût,1,1598,1,1345
gagnes,1,1599,0,
garçons,1,1600,0,
gauche,1,1601,0,
genre,1,1602,1,1347
gentiment,1,1603,1,1348
germé,1,1604,1,1349
girouette,1,1605,1,1350
glacé,1,1606,1,1351
golf,1,1607,1,1352
gonfler,1,1608,1,1353
goutte,1,1609,1,1354
gouvernement,1,1610,1,1355
gracieras,1,1611,1,1356
grande»,1,1612,0,
grandiose,1,1613,0,
grandioses,1,1614,1,1357
grandir,1,1615,1,1358
grands,1,1616,1,1359
granit,1,1617,0,
griffonnai,1,1618,1,1360
grincheux,1,1619,1,1361
grondant,1,1620,0,
guerre,1,1621,1,1363
guides,1,1622,1,1364
guère,1,1623,1,1365
gère,1,1624,1,1366
géographes,1,1625,0,
géographies,1,1626,0,
géraniums,1,1627,1,1367
gênant,1,1628,0,
gêne,1,1629,0,
gênées,1,1630,0,
habillait,1,1631,1,1368
habit,1,1632,1,1370
habitais,1,1633,1,1371
habitait,1,1634,1,1372
habitants,1,1635,0,
habite,1,1636,1,1373
habiter,1,1637,1,1374
habiterai,1,1638,1,1375
habité,1,1639,1,1376
habitées,1,1640,1,1377
habités,1,1641,1,1378
halte,1,1642,1,1379
hanneton,1,1643,1,1380
haussant,1,1644,1,1381
hausseront,1,1645,1,1382
heureusement,1,1646,1,1383
hissai,1,1647,1,1384
histoires,1,1648,1,1385
hochait,1,1649,1,1386
hommes»,1,1650,0,
honnête,1,1651,0,
hors,1,1652,0,
hui,1,1653,1,1387
huitième,1,1654,1,1388
humanité,1,1655,0,
humeur,1,1656,1,1389
humilier,1,1657,0,
humiliée,1,1658,1,1390
hâte,1,1659,1,1391
hésitant,1,1660,1,1392
hésite,1,1661,1,1393
illuminer,1,1662,1,1395
imagination,1,1663,0,
imaginent,1,1664,0,
imaginer,1,1665,1,1396
immensité,1,1666,1,1397
immobile,1,1667,1,1398
impitoyable,1,1668,1,1399
importantes,1,1669,0,
importants,1,1670,1,1401
imposa,1,1671,1,1402
impressionnant,1,1672,1,1403
inconvénient,1,1673,1,1404
indes,1,1674,0,
indications,1,1675,1,1405
indiscipline,1,1676,1,1406
indulgence,1,1677,1,1407
indulgents,1,1678,1,1408
infesté,1,1679,1,1409
infliger,1,1680,1,1410
injuste,1,1681,1,1411
inoffensive,1,1682,1,1412
inquiéterai,1,1683,0,
installai,1,1684,1,1413
installation,1,1685,1,1414
instruire,1,1686,1,1415
insuccès,1,1687,1,1416
intelligence,1,1688,1,1417
intelligent,1,1689,1,1418
interdis,1,1690,1,1419
international,1,1691,1,1420
interroge,1,1692,0,
interrogeai,1,1693,1,1422
interrompit,1,1694,0,
interrompue,1,1695,1,1423
intimide,1,1696,1,1424
intéressants,1,1697,0,
intéressent,1,1698,1,1426
intérieur,1,1699,1,1427
intérêt,1,1700,0,
invention,1,1701,0,
inverse,1,1702,0,
invisibles,1,1703,1,1428
irrita,1,1704,1,1429
irréparable,1,1705,1,1430
isolé,1,1706,1,1431
ivrogne,1,1707,1,1432
jambes,1,1708,1,1433
jaune,1,1709,1,1435
jaunes,1,1710,1,1436
jet,1,1711,1,1437
jeta,1,1712,0,
jeu,1,1713,1,1438
jeunes,1,1714,1,1439
jeux,1,1715,1,1440
jolie,1,1716,1,1441
jolis,1,1717,1,1442
joué,1,1718,1,1444
juge,1,1719,1,1445
jugeras,1,1720,1,1446
jungle,1,1721,1,1447
jupiter,1,1722,1,1448
laid,1,1723,1,1449
laissa,1,1724,1,1450
laisserait,1,1725,0,
laisseront,1,1726,1,1451
laissée,1,1727,0,
lampe,1,1728,1,1452
lampes,1,1729,1,1453
lampions,1,1730,0,
langage,1,1731,0,
lança,1,1732,1,1454
lançai,1,1733,1,1455
large,1,1734,0,
lassitude,1,1735,1,1456
leçon,1,1736,1,1458
lieu,1,1737,1,1459
lise,1,1738,1,1460
ll,1,1739,1,1461
locomotive,1,1740,0,
loger,1,1741,1,1462
logeraient,1,1742,0,
longues,1,1743,1,1463
lorsqu,1,1744,1,1464
louanges,1,1745,1,1465
lucide,1,1746,1,1466
lueur,1,1747,1,1467
lugubre,1,1748,1,1468
lumières,1,1749,1,1469
lâché,1,1750,1,1470
légende,1,1751,1,1471
léger,1,1752,1,1472
légère,1,1753,1,1473
majestueuse,1,1754,0,
majestueusement,1,1755,1,1474
majestueux,1,1756,1,1475
majesté,1,1757,1,1476
malade,1,1758,1,1477
maladroit,1,1759,1,1478
malentendus,1,1760,0,
malgré,1,1761,1,1479
malheurs,1,1762,1,1481
mangeassent,1,1763,1,1482
manquait,1,1764,1,1483
manqué,1,1765,1,1485
marchait,1,1766,1,1486
marchant,1,1767,1,1487
marcherais,1,1768,1,1488
marcheras,1,1769,1,1489
margelle,1,1770,1,1491
mars,1,1771,1,1492
meeting,1,1772,0,
meilleur,1,1773,1,1494
menacé,1,1774,0,
menacée,1,1775,0,
menaient,1,1776,0,
mensonge,1,1777,1,1495
mente,1,1778,0,
mentirait,1,1779,0,
messe,1,1780,1,1496
mesure,1,1781,1,1497
mettais,1,1782,1,1498
mettrez,1,1783,1,1499
midi,1,1784,1,1500
miennes,1,1785,1,1501
migration,1,1786,1,1502
mince,1,1787,0,
minuit,1,1788,1,1503
minuscule,1,1789,1,1504
miraculeuse,1,1790,1,1505
mise,1,1791,0,
mit,1,1792,1,1506
modeste,1,1793,1,1507
modèle,1,1794,1,1508
moindre,1,1795,0,
mondes,1,1796,1,1509
monotone,1,1797,0,
monotonie,1,1798,1,1510
montrait,1,1799,1,1511
montre,1,1800,1,1512
montré,1,1801,1,1513
montrée,1,1802,1,1514
moquais,1,1803,1,1515
moquons,1,1804,1,1516
moraliste,1,1805,1,1517
morde,1,1806,1,1518
mordre,1,1807,1,1519
morsure,1,1808,1,1520
mouches,1,1809,1,1521
mouchoir,1,1810,1,1522
mouillé,1,1811,1,1523
mouvement,1,1812,0,
mouvements,1,1813,0,
moyen,1,1814,1,1524
mystérieuse,1,1815,1,1525
mâcher,1,1816,1,1526
mèches,1,1817,1,1527
mètres,1,1818,1,1528
mécanicien,1,1819,1,1529
méchanceté,1,1820,1,1530
méchant,1,1821,1,1531
méditatif,1,1822,1,1532
médité,1,1823,1,1533
mélanges,1,1824,1,1534
mémoire,1,1825,1,1535
méprisé,1,1826,1,1536
métal,1,1827,1,1537
même»,1,1828,0,
mîmes,1,1829,1,1539
naufragé,1,1830,1,1540
navire»,1,1831,0,
naître,1,1832,1,1541
naïf,1,1833,1,1542
naïve,1,1834,1,1543
naïvement,1,1835,1,1544
naïves,1,1836,1,1545
neige,1,1837,1,1546
neiges,1,1838,0,
neuf,1,1839,0,
nez,1,1840,0,
noirs,1,1841,1,1547
nom,1,1842,1,1548
nombre,1,1843,1,1549
nombreux,1,1844,1,1550
noms,1,1845,1,1551
nonchalance,1,1846,0,
nos,1,1847,1,1552
noter,1,1848,0,
noterait,1,1849,0,
notons,1,1850,0,
nouvelle,1,1851,0,
nuits,1,1852,1,1554
nulle,1,1853,1,1555
numéros,1,1854,1,1556
nègres,1,1855,0,
négligé,1,1856,1,1557
objecté,1,1857,1,1558
objet,1,1858,1,1559
obligé,1,1859,0,
obéi,1,1860,1,1560
obéie,1,1861,1,1561
obéissait,1,1862,1,1562
obéissance,1,1863,1,1563
occupent,1,1864,0,
oeuvre,1,1865,1,1565
oiseaux,1,1866,1,1566
oisiveté,1,1867,0,
ombrageuse,1,1868,1,1567
opinion,1,1869,1,1569
opéra,1,1870,0,
ordonner,1,1871,1,1570
ordonnes,1,1872,1,1571
ordonnez,1,1873,1,1572
orgueil,1,1874,1,1573
orgueilleuse,1,1875,1,1574
origine,1,1876,1,1575
ornées,1,1877,1,1576
osais,1,1878,1,1577
osait,1,1879,1,1578
ose,1,1880,1,1579
oubliait,1,1881,1,1580
oubliant,1,1882,0,
oubliez,1,1883,1,1581
oubliée,1,1884,0,
ouf,1,1885,1,1582
outils,1,1886,1,1583
ouvriras,1,1887,1,1585
ouvrit,1,1888,1,1586
pacifique,1,1889,0,
pain,1,1890,0,
paix,1,1891,1,1587
pan,1,1892,1,1588
papillon,1,1893,1,1589
paquets,1,1894,0,
paraisse,1,1895,1,1590
paraissent,1,1896,0,
pardonner,1,1897,1,1592
pardonnez,1,1898,1,1593
pardon»,1,1899,0,
parfait»,1,1900,0,
parfois,1,1901,1,1594
parlez,1,1902,1,1597
parliez,1,1903,1,1598
parlons,1,1904,1,1599
partout,1,1905,1,1600
parurent,1,1906,1,1601
parvenait,1,1907,1,1603
parviennent,1,1908,1,1604
parvins,1,1909,1,1605
passagers,1,1910,1,1606
passait,1,1911,1,1607
passant,1,1912,0,
passer,1,1913,0,
passé,1,1914,1,1608
patience,1,1915,1,1609
patient,1,1916,0,
pattes,1,1917,0,
pauvres,1,1918,1,1610
pays,1,1919,1,1611
peiner,1,1920,1,1612
penché,1,1921,1,1613
pendantes,1,1922,1,1614
penser,1,1923,1,1616
pensum,1,1924,0,
pensé,1,1925,1,1617
pensée,1,1926,1,1618
perdent,1,1927,0,
perdez,1,1928,0,
perdra,1,1929,1,1619
perfectionnées,1,1930,1,1620
perfore,1,1931,1,1621
perplexe,1,1932,1,1622
peuplent,1,1933,0,
pied,1,1934,1,1623
pieds,1,1935,1,1624
piloter,1,1936,1,1627
pilules,1,1937,1,1628
piquet,1,1938,1,1629
pire,1,1939,1,1630
pitié,1,1940,0,
placer,1,1941,1,1631
plaignait,1,1942,1,1632
plaindre,1,1943,0,
plaira,1,1944,0,
plein,1,1945,1,1633
pleines,1,1946,1,1634
pleura,1,1947,0,
pleurait,1,1948,1,1635
pleurent,1,1949,0,
pleurerai,1,1950,0,
plis,1,1951,1,1636
plutôt,1,1952,1,1637
pointue,1,1953,0,
politique,1,1954,1,1638
pommier,1,1955,0,
ponctuellement,1,1956,1,1639
population,1,1957,1,1640
porter,1,1958,1,1641
portrait,1,1959,1,1642
portraits,1,1960,1,1643
portée,1,1961,1,1644
posa,1,1962,1,1645
posait,1,1963,1,1646
possèdent,1,1964,1,1648
possèdes,1,1965,1,1649
poupée,1,1966,0,
pourpre,1,1967,1,1650
pourra,1,1968,1,1651
poursuivait,1,1969,1,1653
poursuivis,1,1970,1,1654
poursuivit,1,1971,1,1655
pourtant,1,1972,1,1656
pousse,1,1973,1,1657
pousser,1,1974,1,1658
pousses,1,1975,1,1659
pouvaient,1,1976,1,1660
poétique,1,1977,1,1661
premiers,1,1978,0,
prendre,1,1979,1,1663
presser,1,1980,1,1664
pressés,1,1981,0,
prix,1,1982,0,
problèmes,1,1983,1,1665
proche,1,1984,0,
profita,1,1985,1,1666
proie,1,1986,1,1667
projets,1,1987,1,1668
promenais,1,1988,1,1669
promener,1,1989,0,
promène,1,1990,0,
prononcés,1,1991,1,1670
proposa,1,1992,0,
proposition,1,1993,1,1671
provision,1,1994,1,1672
préambule,1,1995,1,1673
précieux,1,1996,0,
précis,1,1997,1,1674
précision,1,1998,1,1675
précédents,1,1999,1,1676
préfère,1,2000,1,1677
prépara,1,2001,1,1678
préparai,1,2002,1,1679
préparatifs,1,2003,1,1680
prêt,1,2004,1,1681
publique,1,2005,0,
puissent,1,2006,1,1683
pur,1,2007,0,
pure,1,2008,1,1684
père,1,2009,1,1685
pèse,1,2010,1,1686
quant,1,2011,1,1687
quelconque,1,2012,0,
quelques,1,2013,1,1688
quels,1,2014,1,1689
questionnent,1,2015,1,1690
quitte,1,2016,0,
racontait,1,2017,1,1692
raconter,1,2018,1,1693
radeau,1,2019,1,1694
radis,1,2020,1,1695
raison,1,2021,1,1696
raisonne,1,2022,1,1697
raisonnement,1,2023,1,1698
raisons,1,2024,1,1699
ramena,1,2025,1,1700
ramoner,1,2026,1,1701
ramonés,1,2027,1,1702
rancune,1,2028,1,1703
rang,1,2029,1,1704
rapides,1,2030,1,1706
rappela,1,2031,1,1707
rappelai,1,2032,1,1708
rappellent,1,2033,0,
rappelles,1,2034,1,1709
rapporte,1,2035,0,
rassura,1,2036,1,1710
rassurent,1,2037,1,1711
rassuré,1,2038,1,1712
ravissante,1,2039,1,1713
recevais,1,2040,1,1714
recevoir,1,2041,1,1715
recompte,1,2042,1,1716
redescendre,1,2043,1,1717
redevint,1,2044,1,1718
refit,1,2045,1,1719
refusé,1,2046,1,1720
regard,1,2047,1,1721
regardez,1,2048,1,1724
registre,1,2049,0,
regrettes,1,2050,0,
releva,1,2051,1,1726
remarquer,1,2052,1,1727
remarqué,1,2053,1,1728
remis,1,2054,1,1729
remords,1,2055,1,1730
remua,1,2056,0,
renards,1,2057,0,
rencontra,1,2058,0,
rencontrais,1,2059,1,1731
rencontre,1,2060,1,1732
rendez,1,2061,1,1733
rendra,1,2062,1,1734
rendre,1,2063,1,1735
rends,1,2064,0,
renonçait,1,2065,1,1737
rentre,1,2066,1,1738
repondit,1,2067,1,1740
repos,1,2068,1,1741
repose,1,2069,1,1742
reproches,1,2070,1,1743
respectueusement,1,2071,1,1744
respectée,1,2072,1,1745
respirais,1,2073,1,1746
respirer,1,2074,1,1747
respiré,1,2075,1,1748
ressemblaient,1,2076,0,
ressemblants,1,2077,1,1749
ressembleraient,1,2078,0,
resta,1,2079,1,1751
restait,1,2080,1,1752
rester,1,2081,1,1753
retenir,1,2082,1,1754
retourna,1,2083,0,
retournais,1,2084,1,1755
retrouver,1,2085,0,
retrouvé,1,2086,1,1756
revenu,1,2087,1,1758
reviendras,1,2088,0,
reviennent,1,2089,0,
reviens,1,2090,1,1759
revient,1,2091,0,
revins,1,2092,1,1760
revolver,1,2093,1,1762
revu,1,2094,1,1763
reçoit,1,2095,0,
reçu,1,2096,1,1764
rhumatisme,1,2097,1,1765
rhume,1,2098,1,1766
ri,1,2099,1,1767
riaient,1,2100,1,1768
riait,1,2101,1,1769
riant,1,2102,1,1770
rient,1,2103,1,1772
riposta,1,2104,1,1773
rirai,1,2105,1,1774
risques,1,2106,1,1776
rites,1,2107,0,
roc,1,2108,0,
rocs,1,2109,0,
roi»,1,2110,0,
rond,1,2111,1,1777
ronds,1,2112,1,1778
rosier,1,2113,1,1779
rosiers,1,2114,1,1780
rouge,1,2115,1,1781
rouges,1,2116,1,1782
rougissant,1,2117,1,1783
rouillée,1,2118,1,1784
routes,1,2119,0,
royaume,1,2120,1,1785
ruine,1,2121,1,1786
ruses,1,2122,1,1787
russie,1,2123,0,
règnent,1,2124,1,1788
réchauffait,1,2125,1,1789
récits,1,2126,0,
réflexion,1,2127,0,
réfléchi,1,2128,1,1790
régions,1,2129,1,1791
réglés,1,2130,0,
régner,1,2131,1,1792
régnez,1,2132,1,1793
réjouir,1,2133,1,1794
répandait,1,2134,1,1795
réparation,1,2135,1,1796
réparé,1,2136,1,1797
répète,1,2137,1,1799
répètent,1,2138,0,
réserve,1,2139,1,1800
résiste,1,2140,1,1801
résous,1,2141,0,
réveille,1,2142,1,1802
réveillons,1,2143,1,1804
réveillé,1,2144,1,1805
révolution,1,2145,1,1806
rêver,1,2146,1,1807
rêverie,1,2147,1,1808
sables,1,2148,0,
sage,1,2149,1,1809
sagesse,1,2150,1,1810
sahara,1,2151,1,1811
salée,1,2152,0,
sanglots,1,2153,1,1812
satisfait,1,2154,1,1813
saurai,1,2155,0,
sauter,1,2156,1,1814
sauté,1,2157,1,1815
sauvages,1,2158,1,1816
savait,1,2159,1,1817
savant,1,2160,0,
savants,1,2161,1,1818
science,1,2162,1,1819
scène,1,2163,0,
second,1,2164,0,
secondes,1,2165,1,1820
secouait,1,2166,1,1821
secourir,1,2167,1,1822
semaines,1,2168,1,1823
semble,1,2169,1,1824
semblât,1,2170,1,1825
sentirai,1,2171,0,
sentis,1,2172,1,1827
sentit,1,2173,0,
septième,1,2174,0,
serrais,1,2175,1,1830
serrés,1,2176,0,
servait,1,2177,0,
servira,1,2178,1,1831
sibérie,1,2179,0,
sienne,1,2180,0,
simplicité,1,2181,1,1835
simplifié,1,2182,1,1836
sixième,1,2183,0,
siégeait,1,2184,1,1838
soigner,1,2185,0,
soin,1,2186,1,1840
sois,1,2187,1,1841
soit,1,2188,1,1842
sol,1,2189,1,1844
solliciter,1,2190,1,1845
songeant,1,2191,0,
songé,1,2192,1,1847
sortant,1,2193,1,1848
sorte,1,2194,1,1849
sortes,1,2195,0,
sortir,1,2196,1,1851
sortirait,1,2197,1,1852
sot,1,2198,1,1853
sotte,1,2199,1,1854
souffla,1,2200,0,
souffrir,1,2201,1,1856
souhaitais,1,2202,0,
soulevai,1,2203,1,1857
soupira,1,2204,0,
source,1,2205,0,
sourire,1,2206,0,
sourires,1,2207,1,1858
souvenais,1,2208,1,1859
souviens,1,2209,1,1861
souvint,1,2210,1,1862
soyez,1,2211,0,
splendide,1,2212,0,
stylographe,1,2213,1,1863
suffira,1,2214,1,1864
suffirait,1,2215,1,1865
suffisait,1,2216,1,1866
suivante,1,2217,1,1867
sujets,1,2218,1,1868
supportais,1,2219,1,1869
supporte,1,2220,1,1870
surprendre,1,2221,1,1871
surprise,1,2222,1,1872
surveille,1,2223,1,1873
surveillé,1,2224,1,1874
sèche,1,2225,0,
sérieuse,1,2226,1,1875
table,1,2227,0,
tabouret,1,2228,0,
tailla,1,2229,0,
taille,1,2230,1,1876
taire,1,2231,0,
taisent,1,2232,1,1877
tandis,1,2233,1,1878
tel,1,2234,1,1879
tempes,1,2235,1,1880
tenait,1,2236,1,1882
tendresse,1,2237,1,1883
tentatives,1,2238,1,1885
terminé,1,2239,1,1886
terre»,1,2240,0,
terrible,1,2241,1,1887
terrier,1,2242,0,
tien,1,2243,0,
tienne,1,2244,0,
tiennes,1,2245,1,1888
tiens,1,2246,1,1889
tirant,1,2247,1,1890
tiroir,1,2248,1,1891
tiré,1,2249,1,1892
toit,1,2250,1,1893
tolère,1,2251,1,1894
tolérait,1,2252,1,1895
tombée,1,2253,1,1896
toucha,1,2254,1,1897
touche,1,2255,0,
tourmenta,1,2256,1,1898
tourmenté,1,2257,1,1899
tournent,1,2258,1,1900
tourné,1,2259,1,1901
toussa,1,2260,1,1902
tousserait,1,2261,0,
toussé,1,2262,1,1903
toutes»,1,2263,0,
toux,1,2264,1,1904
trace,1,2265,1,1905
tracer,1,2266,1,1906
tragédie,1,2267,1,1907
trains,1,2268,0,
traiteront,1,2269,1,1908
travaillaient,1,2270,0,
travailler,1,2271,1,1909
travaux,1,2272,1,1910
traversa,1,2273,0,
traîne,1,2274,1,1912
tremblaient,1,2275,1,1913
tremblait,1,2276,1,1914
trie,1,2277,0,
trompaient,1,2278,0,
trompe,1,2279,1,1916
tromperai,1,2280,1,1917
trompé,1,2281,0,
trous,1,2282,1,1918
trouvais,1,2283,1,1919
trouvait,1,2284,1,1920
trouver,1,2285,0,
trouvera,1,2286,1,1921
trône,1,2287,1,1922
tus,1,2288,1,1923
